Card	Format	Usage	Cumulative	Total	Format Index
Inzektor Hornet	vegas	1	91	91	47
Wind-Up Hunter	shockwave	31	31	54	38
Wind-Up Hunter	long beach	15	46	54	39
Wind-Up Hunter	dino rabbit	6	52	54	40
Wind-Up Hunter	wind-up	1	53	54	41
Wind-Up Hunter	miami	1	54	54	42
Number C39: Utopia Ray	shockwave	25	25	101	38
Number C39: Utopia Ray	long beach	51	76	101	39
Number C39: Utopia Ray	dino rabbit	5	81	101	40
Number C39: Utopia Ray	wind-up	12	93	101	41
Number C39: Utopia Ray	miami	2	95	101	42
Number C39: Utopia Ray	baby ruler	3	98	101	44
Number C39: Utopia Ray	burning abyss	2	100	101	50
Number C39: Utopia Ray	monarch	1	101	101	56
Adreus, Keeper of Armageddon	shockwave	23	23	87	38
Adreus, Keeper of Armageddon	long beach	15	38	87	39
Adreus, Keeper of Armageddon	dino rabbit	7	45	87	40
Adreus, Keeper of Armageddon	wind-up	16	61	87	41
Adreus, Keeper of Armageddon	miami	15	76	87	42
Adreus, Keeper of Armageddon	baby ruler	2	78	87	44
Adreus, Keeper of Armageddon	fire-water	1	79	87	46
Adreus, Keeper of Armageddon	monarch	7	86	87	56
Adreus, Keeper of Armageddon	draco zoo	1	87	87	59
Wind-Up Arsenal Zenmaioh	shockwave	20	20	65	38
Wind-Up Arsenal Zenmaioh	long beach	10	30	65	39
Wind-Up Arsenal Zenmaioh	dino rabbit	6	36	65	40
Wind-Up Arsenal Zenmaioh	wind-up	14	50	65	41
Wind-Up Arsenal Zenmaioh	miami	4	54	65	42
Wind-Up Arsenal Zenmaioh	fire-water	1	55	65	46
Wind-Up Arsenal Zenmaioh	hat	3	58	65	48
Wind-Up Arsenal Zenmaioh	shaddoll	1	59	65	49
Wind-Up Arsenal Zenmaioh	burning abyss	2	61	65	50
Wind-Up Arsenal Zenmaioh	monarch	4	65	65	56
Tiras, Keeper of Genesis	shockwave	19	19	110	38
Tiras, Keeper of Genesis	long beach	15	34	110	39
Tiras, Keeper of Genesis	dino rabbit	8	42	110	40
Tiras, Keeper of Genesis	wind-up	13	55	110	41
Tiras, Keeper of Genesis	miami	13	68	110	42
Tiras, Keeper of Genesis	meadowlands	3	71	110	43
Tiras, Keeper of Genesis	baby ruler	1	72	110	44
Tiras, Keeper of Genesis	ravine ruler	1	73	110	45
Tiras, Keeper of Genesis	fire-water	4	77	110	46
Tiras, Keeper of Genesis	vegas	1	78	110	47
Tiras, Keeper of Genesis	hat	19	97	110	48
Tiras, Keeper of Genesis	burning abyss	1	98	110	50
Tiras, Keeper of Genesis	charleston	1	99	110	51
Tiras, Keeper of Genesis	pepe	3	102	110	54
Tiras, Keeper of Genesis	monarch	5	107	110	56
Tiras, Keeper of Genesis	draco zoo	1	108	110	59
Tiras, Keeper of Genesis	phoenix	2	110	110	76
Tour Bus From the Underworld	shockwave	13	13	18	38
Tour Bus From the Underworld	long beach	3	16	18	39
Tour Bus From the Underworld	wind-up	1	17	18	41
Tour Bus From the Underworld	miami	1	18	18	42
Inzektor Giga-Mantis	shockwave	11	11	32	38
Inzektor Giga-Mantis	long beach	13	24	32	39
Inzektor Giga-Mantis	dino rabbit	4	28	32	40
Inzektor Giga-Mantis	meadowlands	2	30	32	43
Inzektor Giga-Mantis	fire-water	1	31	32	46
Inzektor Giga-Mantis	vegas	1	32	32	47
Wind-Up Kitten	shockwave	10	10	11	38
Wind-Up Kitten	elements	1	11	11	78
Dragged Down into the Grave	shockwave	6	6	45	38
Dragged Down into the Grave	long beach	12	18	45	39
Dragged Down into the Grave	dino rabbit	3	21	45	40
Dragged Down into the Grave	wind-up	12	33	45	41
Dragged Down into the Grave	miami	3	36	45	42
Dragged Down into the Grave	meadowlands	6	42	45	43
Dragged Down into the Grave	vegas	3	45	45	47
Grapha, Dragon Lord of Dark World	shockwave	6	6	48	38
Grapha, Dragon Lord of Dark World	long beach	12	18	48	39
Grapha, Dragon Lord of Dark World	dino rabbit	3	21	48	40
Grapha, Dragon Lord of Dark World	wind-up	12	33	48	41
Grapha, Dragon Lord of Dark World	miami	3	36	48	42
Grapha, Dragon Lord of Dark World	meadowlands	6	42	48	43
Grapha, Dragon Lord of Dark World	vegas	3	45	48	47
Grapha, Dragon Lord of Dark World	current	3	48	48	84
One Day of Peace	shockwave	6	6	21	38
One Day of Peace	long beach	3	9	21	39
One Day of Peace	miami	4	13	21	42
One Day of Peace	baby ruler	1	14	21	44
One Day of Peace	ravine ruler	1	15	21	45
One Day of Peace	fire-water	1	16	21	46
One Day of Peace	link zoo	1	17	21	60
One Day of Peace	current	4	21	21	84
Snoww, Unlight of Dark World	shockwave	6	6	48	38
Snoww, Unlight of Dark World	long beach	12	18	48	39
Snoww, Unlight of Dark World	dino rabbit	3	21	48	40
Snoww, Unlight of Dark World	wind-up	12	33	48	41
Snoww, Unlight of Dark World	miami	3	36	48	42
Snoww, Unlight of Dark World	meadowlands	6	42	48	43
Snoww, Unlight of Dark World	vegas	3	45	48	47
Snoww, Unlight of Dark World	current	3	48	48	84
The Gates of Dark World	shockwave	6	6	47	38
The Gates of Dark World	long beach	12	18	47	39
The Gates of Dark World	dino rabbit	3	21	47	40
The Gates of Dark World	wind-up	12	33	47	41
The Gates of Dark World	miami	3	36	47	42
The Gates of Dark World	meadowlands	6	42	47	43
The Gates of Dark World	vegas	3	45	47	47
The Gates of Dark World	current	2	47	47	84
Swift Scarecrow	shockwave	5	5	110	38
Swift Scarecrow	long beach	2	7	110	39
Swift Scarecrow	wind-up	1	8	110	41
Swift Scarecrow	meadowlands	3	11	110	43
Swift Scarecrow	baby ruler	40	51	110	44
Swift Scarecrow	ravine ruler	49	100	110	45
Swift Scarecrow	fire-water	2	102	110	46
Swift Scarecrow	burning abyss	1	103	110	50
Swift Scarecrow	charleston	6	109	110	51
Swift Scarecrow	nekroz	1	110	110	52
Trance Archfiend	shockwave	5	5	24	38
Trance Archfiend	long beach	2	7	24	39
Trance Archfiend	wind-up	9	16	24	41
Trance Archfiend	miami	2	18	24	42
Trance Archfiend	meadowlands	4	22	24	43
Trance Archfiend	vegas	2	24	24	47
Chaos Hunter	shockwave	4	4	45	38
Chaos Hunter	monarch	19	23	45	56
Chaos Hunter	abc	22	45	45	57
Shard of Greed	shockwave	4	4	4	38
A/D Changer	shockwave	3	3	3	38
Beiige, Vanguard of Dark World	shockwave	3	3	17	38
Beiige, Vanguard of Dark World	long beach	4	7	17	39
Beiige, Vanguard of Dark World	dino rabbit	1	8	17	40
Beiige, Vanguard of Dark World	wind-up	3	11	17	41
Beiige, Vanguard of Dark World	meadowlands	4	15	17	43
Beiige, Vanguard of Dark World	vegas	2	17	17	47
Dark Smog	shockwave	3	3	26	38
Dark Smog	long beach	5	8	26	39
Dark Smog	dino rabbit	1	9	26	40
Dark Smog	wind-up	10	19	26	41
Dark Smog	miami	2	21	26	42
Dark Smog	meadowlands	3	24	26	43
Dark Smog	vegas	2	26	26	47
Evo-Force	shockwave	3	3	3	38
Evolsaur Cerato	shockwave	3	3	3	38
Evoltile Najasho	shockwave	3	3	3	38
Evoltile Westlo	shockwave	3	3	3	38
Inzektor Hopper	shockwave	3	3	23	38
Inzektor Hopper	long beach	17	20	23	39
Inzektor Hopper	meadowlands	2	22	23	43
Inzektor Hopper	vegas	1	23	23	47
Inzektor Sword - Zektkaliber	shockwave	3	3	36	38
Inzektor Sword - Zektkaliber	long beach	21	24	36	39
Inzektor Sword - Zektkaliber	dino rabbit	5	29	36	40
Inzektor Sword - Zektkaliber	meadowlands	4	33	36	43
Inzektor Sword - Zektkaliber	fire-water	1	34	36	46
Inzektor Sword - Zektkaliber	vegas	2	36	36	47
Jurrac Aeolo	shockwave	3	3	7	38
Jurrac Aeolo	hat	1	4	7	48
Jurrac Aeolo	link zoo	2	6	7	60
Jurrac Aeolo	toss	1	7	7	68
Jurrac Velo	shockwave	3	3	10	38
Jurrac Velo	fire-water	1	4	10	46
Jurrac Velo	hat	6	10	10	48
Wind-Up Soldier	shockwave	3	3	3	38
Black Ray Lancer	shockwave	2	2	3	38
Black Ray Lancer	wind-up	1	3	3	41
Blade Armor Ninja	shockwave	2	2	14	38
Blade Armor Ninja	long beach	7	9	14	39
Blade Armor Ninja	wind-up	2	11	14	41
Blade Armor Ninja	miami	2	13	14	42
Blade Armor Ninja	hat	1	14	14	48
Evolsaur Diplo	shockwave	2	2	2	38
Evolsaur Vulcano	shockwave	2	2	2	38
Jurrac Giganoto	shockwave	2	2	2	38
Cat's Ear Tribe	shockwave	1	1	1	38
Gladiator Taming	shockwave	1	1	1	38
Inzektor Exa-Beetle	shockwave	1	1	21	38
Inzektor Exa-Beetle	long beach	5	6	21	39
Inzektor Exa-Beetle	dino rabbit	9	15	21	40
Inzektor Exa-Beetle	wind-up	4	19	21	41
Inzektor Exa-Beetle	miami	2	21	21	42
Jurrac Dino	shockwave	1	1	1	38
Liberty at Last!	shockwave	1	1	1	38
M-X-Saber Invoker	shockwave	1	1	38	38
M-X-Saber Invoker	long beach	1	2	38	39
M-X-Saber Invoker	wind-up	1	3	38	41
M-X-Saber Invoker	baby ruler	1	4	38	44
M-X-Saber Invoker	ravine ruler	2	6	38	45
M-X-Saber Invoker	fire-water	1	7	38	46
M-X-Saber Invoker	hat	2	9	38	48
M-X-Saber Invoker	charleston	2	11	38	51
M-X-Saber Invoker	nekroz	1	12	38	52
M-X-Saber Invoker	grass zoo	22	34	38	58
M-X-Saber Invoker	draco zoo	3	37	38	59
M-X-Saber Invoker	secaucus	1	38	38	63
Metaion, the Timelord	shockwave	1	1	11	38
Metaion, the Timelord	baby ruler	3	4	11	44
Metaion, the Timelord	ravine ruler	7	11	11	45
Number 34: Terror-Byte	shockwave	1	1	2	38
Number 34: Terror-Byte	long beach	1	2	2	39
Number 96: Dark Mist	shockwave	1	1	14	38
Number 96: Dark Mist	wind-up	12	13	14	41
Number 96: Dark Mist	baby ruler	1	14	14	44
Thunder Short	shockwave	1	1	1	38
Underground Arachnid	shockwave	1	1	1	38
Number 30: Acid Golem of Destruction	long beach	34	34	226	39
Number 30: Acid Golem of Destruction	dino rabbit	25	59	226	40
Number 30: Acid Golem of Destruction	wind-up	28	87	226	41
Number 30: Acid Golem of Destruction	miami	19	106	226	42
Number 30: Acid Golem of Destruction	meadowlands	4	110	226	43
Number 30: Acid Golem of Destruction	baby ruler	1	111	226	44
Number 30: Acid Golem of Destruction	ravine ruler	4	115	226	45
Number 30: Acid Golem of Destruction	fire-water	4	119	226	46
Number 30: Acid Golem of Destruction	vegas	9	128	226	47
Number 30: Acid Golem of Destruction	hat	7	135	226	48
Number 30: Acid Golem of Destruction	shaddoll	13	148	226	49
Number 30: Acid Golem of Destruction	burning abyss	22	170	226	50
Number 30: Acid Golem of Destruction	charleston	13	183	226	51
Number 30: Acid Golem of Destruction	nekroz	19	202	226	52
Number 30: Acid Golem of Destruction	clown	15	217	226	53
Number 30: Acid Golem of Destruction	pepe	4	221	226	54
Number 30: Acid Golem of Destruction	link zoo	2	223	226	60
Number 30: Acid Golem of Destruction	rescue-ace	2	225	226	81
Number 30: Acid Golem of Destruction	current	1	226	226	84
Submersible Carrier Aero Shark	long beach	10	10	14	39
Submersible Carrier Aero Shark	dino rabbit	2	12	14	40
Submersible Carrier Aero Shark	rescue-ace	1	13	14	81
Submersible Carrier Aero Shark	snake-eye	1	14	14	82
Lightpulsar Dragon	long beach	6	6	36	39
Lightpulsar Dragon	dino rabbit	15	21	36	40
Lightpulsar Dragon	wind-up	12	33	36	41
Lightpulsar Dragon	miami	3	36	36	42
Eclipse Wyvern	long beach	5	5	36	39
Eclipse Wyvern	dino rabbit	8	13	36	40
Eclipse Wyvern	wind-up	4	17	36	41
Eclipse Wyvern	miami	1	18	36	42
Eclipse Wyvern	ravine ruler	1	19	36	45
Eclipse Wyvern	hat	2	21	36	48
Eclipse Wyvern	shaddoll	5	26	36	49
Eclipse Wyvern	burning abyss	10	36	36	50
Darkflare Dragon	long beach	4	4	29	39
Darkflare Dragon	dino rabbit	10	14	29	40
Darkflare Dragon	wind-up	12	26	29	41
Darkflare Dragon	miami	3	29	29	42
Fabled Raven	long beach	3	3	3	39
Meklord Emperor Wisel	long beach	3	3	3	39
Mystic Piper	long beach	3	3	3	39
Photon Sabre Tiger	long beach	3	3	6	39
Photon Sabre Tiger	dino rabbit	3	6	6	40
Armor Blast	long beach	2	2	2	39
Chaos Trap Hole	long beach	2	2	59	39
Chaos Trap Hole	ravine ruler	2	4	59	45
Chaos Trap Hole	fire-water	3	7	59	46
Chaos Trap Hole	shaddoll	3	10	59	49
Chaos Trap Hole	burning abyss	1	11	59	50
Chaos Trap Hole	nekroz	20	31	59	52
Chaos Trap Hole	clown	4	35	59	53
Chaos Trap Hole	pepe	4	39	59	54
Chaos Trap Hole	monarch	13	52	59	56
Chaos Trap Hole	grass zoo	7	59	59	58
Chevalier de Fleur	long beach	2	2	2	39
Kinka-byo	long beach	2	2	2	39
Magical Cylinders	long beach	2	2	2	39
Mischief of the Yokai	long beach	2	2	3	39
Mischief of the Yokai	burning abyss	1	3	3	50
Ape Fighter	long beach	1	1	1	39
Black Luster Soldier	long beach	1	1	1	39
Inzektor Giga-Weevil	long beach	1	1	1	39
Junk Forward	long beach	1	1	5	39
Junk Forward	secaucus	3	4	5	63
Junk Forward	tri zoo	1	5	5	74
Maestroke the Symphony Djinn	long beach	1	1	128	39
Maestroke the Symphony Djinn	dino rabbit	20	21	128	40
Maestroke the Symphony Djinn	wind-up	40	61	128	41
Maestroke the Symphony Djinn	miami	30	91	128	42
Maestroke the Symphony Djinn	meadowlands	5	96	128	43
Maestroke the Symphony Djinn	baby ruler	8	104	128	44
Maestroke the Symphony Djinn	ravine ruler	16	120	128	45
Maestroke the Symphony Djinn	fire-water	3	123	128	46
Maestroke the Symphony Djinn	vegas	1	124	128	47
Maestroke the Symphony Djinn	charleston	2	126	128	51
Maestroke the Symphony Djinn	nekroz	1	127	128	52
Maestroke the Symphony Djinn	current	1	128	128	84
Missing Force	long beach	1	1	1	39
Muzurhythm the String Djinn	long beach	1	1	13	39
Muzurhythm the String Djinn	dino rabbit	2	3	13	40
Muzurhythm the String Djinn	wind-up	3	6	13	41
Muzurhythm the String Djinn	shaddoll	1	7	13	49
Muzurhythm the String Djinn	burning abyss	1	8	13	50
Muzurhythm the String Djinn	charleston	2	10	13	51
Muzurhythm the String Djinn	nekroz	3	13	13	52
Royal Prison	long beach	1	1	4	39
Royal Prison	pepe	3	4	4	54
The Cheerful Coffin	long beach	1	1	1	39
Void Ogre Dragon	long beach	1	1	6	39
Void Ogre Dragon	wind-up	1	2	6	41
Void Ogre Dragon	fire-water	1	3	6	46
Void Ogre Dragon	abc	3	6	6	57
Temtempo the Percussion Djinn	dino rabbit	26	26	100	40
Temtempo the Percussion Djinn	wind-up	27	53	100	41
Temtempo the Percussion Djinn	miami	20	73	100	42
Temtempo the Percussion Djinn	meadowlands	1	74	100	43
Temtempo the Percussion Djinn	baby ruler	1	75	100	44
Temtempo the Percussion Djinn	ravine ruler	1	76	100	45
Temtempo the Percussion Djinn	vegas	4	80	100	47
Temtempo the Percussion Djinn	hat	1	81	100	48
Temtempo the Percussion Djinn	shaddoll	7	88	100	49
Temtempo the Percussion Djinn	burning abyss	8	96	100	50
Temtempo the Percussion Djinn	charleston	3	99	100	51
Temtempo the Percussion Djinn	current	1	100	100	84
Photon Papilloperative	dino rabbit	14	14	77	40
Photon Papilloperative	wind-up	23	37	77	41
Photon Papilloperative	miami	24	61	77	42
Photon Papilloperative	meadowlands	1	62	77	43
Photon Papilloperative	baby ruler	3	65	77	44
Photon Papilloperative	ravine ruler	7	72	77	45
Photon Papilloperative	fire-water	3	75	77	46
Photon Papilloperative	vegas	1	76	77	47
Photon Papilloperative	hat	1	77	77	48
Gaia Dragon, the Thunder Charger	dino rabbit	12	12	182	40
Gaia Dragon, the Thunder Charger	wind-up	9	21	182	41
Gaia Dragon, the Thunder Charger	miami	7	28	182	42
Gaia Dragon, the Thunder Charger	meadowlands	3	31	182	43
Gaia Dragon, the Thunder Charger	baby ruler	23	54	182	44
Gaia Dragon, the Thunder Charger	ravine ruler	38	92	182	45
Gaia Dragon, the Thunder Charger	fire-water	4	96	182	46
Gaia Dragon, the Thunder Charger	vegas	2	98	182	47
Gaia Dragon, the Thunder Charger	hat	20	118	182	48
Gaia Dragon, the Thunder Charger	shaddoll	10	128	182	49
Gaia Dragon, the Thunder Charger	burning abyss	14	142	182	50
Gaia Dragon, the Thunder Charger	charleston	8	150	182	51
Gaia Dragon, the Thunder Charger	nekroz	4	154	182	52
Gaia Dragon, the Thunder Charger	clown	3	157	182	53
Gaia Dragon, the Thunder Charger	pepe	8	165	182	54
Gaia Dragon, the Thunder Charger	monarch	12	177	182	56
Gaia Dragon, the Thunder Charger	abc	2	179	182	57
Gaia Dragon, the Thunder Charger	draco zoo	1	180	182	59
Gaia Dragon, the Thunder Charger	tri zoo	2	182	182	74
Photon Strike Bounzer	dino rabbit	7	7	19	40
Photon Strike Bounzer	wind-up	6	13	19	41
Photon Strike Bounzer	miami	2	15	19	42
Photon Strike Bounzer	ravine ruler	1	16	19	45
Photon Strike Bounzer	vegas	1	17	19	47
Photon Strike Bounzer	shaddoll	1	18	19	49
Photon Strike Bounzer	monarch	1	19	19	56
Gem-Knight Pearl	dino rabbit	6	6	47	40
Gem-Knight Pearl	wind-up	11	17	47	41
Gem-Knight Pearl	miami	6	23	47	42
Gem-Knight Pearl	meadowlands	4	27	47	43
Gem-Knight Pearl	baby ruler	7	34	47	44
Gem-Knight Pearl	ravine ruler	8	42	47	45
Gem-Knight Pearl	fire-water	1	43	47	46
Gem-Knight Pearl	vegas	2	45	47	47
Gem-Knight Pearl	charleston	1	46	47	51
Gem-Knight Pearl	clown	1	47	47	53
Queen Dragun Djinn	dino rabbit	5	5	15	40
Queen Dragun Djinn	wind-up	5	10	15	41
Queen Dragun Djinn	miami	2	12	15	42
Queen Dragun Djinn	ravine ruler	1	13	15	45
Queen Dragun Djinn	fire-water	1	14	15	46
Queen Dragun Djinn	hat	1	15	15	48
Cardcar D	dino rabbit	4	4	57	40
Cardcar D	wind-up	8	12	57	41
Cardcar D	miami	4	16	57	42
Cardcar D	meadowlands	2	18	57	43
Cardcar D	baby ruler	2	20	57	44
Cardcar D	ravine ruler	8	28	57	45
Cardcar D	fire-water	15	43	57	46
Cardcar D	vegas	3	46	57	47
Cardcar D	hat	3	49	57	48
Cardcar D	pepe	3	52	57	54
Cardcar D	monarch	3	55	57	56
Cardcar D	current	2	57	57	84
Hieratic Dragon King of Atum	dino rabbit	4	4	24	40
Hieratic Dragon King of Atum	miami	3	7	24	42
Hieratic Dragon King of Atum	ravine ruler	12	19	24	45
Hieratic Dragon King of Atum	vegas	2	21	24	47
Hieratic Dragon King of Atum	hat	2	23	24	48
Hieratic Dragon King of Atum	current	1	24	24	84
Inzektor Ladybug	dino rabbit	4	4	16	40
Inzektor Ladybug	meadowlands	6	10	16	43
Inzektor Ladybug	fire-water	3	13	16	46
Inzektor Ladybug	vegas	3	16	16	47
Number 12: Crimson Shadow Armor Ninja	dino rabbit	4	4	7	40
Number 12: Crimson Shadow Armor Ninja	wind-up	2	6	7	41
Number 12: Crimson Shadow Armor Ninja	miami	1	7	7	42
Hieratic Dragon of Eset	dino rabbit	3	3	15	40
Hieratic Dragon of Eset	miami	3	6	15	42
Hieratic Dragon of Eset	vegas	3	9	15	47
Hieratic Dragon of Eset	hat	6	15	15	48
Hieratic Dragon of Nebthet	dino rabbit	3	3	7	40
Hieratic Dragon of Nebthet	miami	3	6	7	42
Hieratic Dragon of Nebthet	hat	1	7	7	48
Hieratic Dragon of Su	dino rabbit	3	3	12	40
Hieratic Dragon of Su	miami	3	6	12	42
Hieratic Dragon of Su	vegas	3	9	12	47
Hieratic Dragon of Su	hat	3	12	12	48
Hieratic Dragon of Tefnuit	dino rabbit	3	3	12	40
Hieratic Dragon of Tefnuit	miami	3	6	12	42
Hieratic Dragon of Tefnuit	vegas	3	9	12	47
Hieratic Dragon of Tefnuit	hat	3	12	12	48
Hieratic Seal of Convocation	dino rabbit	3	3	9	40
Hieratic Seal of Convocation	miami	2	5	9	42
Hieratic Seal of Convocation	vegas	2	7	9	47
Hieratic Seal of Convocation	hat	2	9	9	48
Number 25: Force Focus	dino rabbit	2	2	3	40
Number 25: Force Focus	miami	1	3	3	42
Grand Convergence	dino rabbit	1	1	1	40
Hieratic Sun Dragon Overlord of Heliopolis	dino rabbit	1	1	24	40
Hieratic Sun Dragon Overlord of Heliopolis	wind-up	9	10	24	41
Hieratic Sun Dragon Overlord of Heliopolis	miami	2	12	24	42
Hieratic Sun Dragon Overlord of Heliopolis	meadowlands	4	16	24	43
Hieratic Sun Dragon Overlord of Heliopolis	ravine ruler	1	17	24	45
Hieratic Sun Dragon Overlord of Heliopolis	fire-water	1	18	24	46
Hieratic Sun Dragon Overlord of Heliopolis	vegas	1	19	24	47
Hieratic Sun Dragon Overlord of Heliopolis	hat	2	21	24	48
Hieratic Sun Dragon Overlord of Heliopolis	clown	1	22	24	53
Hieratic Sun Dragon Overlord of Heliopolis	abc	2	24	24	57
Inzektor Exa-Stag	dino rabbit	1	1	1	40
Kachi Kochi Dragon	dino rabbit	1	1	7	40
Kachi Kochi Dragon	wind-up	5	6	7	41
Kachi Kochi Dragon	baby ruler	1	7	7	44
Luster Dragon #2	dino rabbit	1	1	2	40
Luster Dragon #2	miami	1	2	2	42
Marionette Mite	dino rabbit	1	1	2	40
Marionette Mite	rescue-ace	1	2	2	81
Number 16: Shock Master	dino rabbit	1	1	55	40
Number 16: Shock Master	wind-up	20	21	55	41
Number 16: Shock Master	miami	22	43	55	42
Number 16: Shock Master	meadowlands	5	48	55	43
Number 16: Shock Master	baby ruler	7	55	55	44
Spiritual Fire Art - Kurenai	dino rabbit	1	1	2	40
Spiritual Fire Art - Kurenai	current	1	2	2	84
Wattaildragon	dino rabbit	1	1	2	40
Wattaildragon	miami	1	2	2	42
Geargiaccelerator	wind-up	21	21	80	41
Geargiaccelerator	ravine ruler	11	32	80	45
Geargiaccelerator	fire-water	6	38	80	46
Geargiaccelerator	vegas	18	56	80	47
Geargiaccelerator	hat	24	80	80	48
Geargiarmor	wind-up	21	21	81	41
Geargiarmor	ravine ruler	12	33	81	45
Geargiarmor	fire-water	6	39	81	46
Geargiarmor	vegas	18	57	81	47
Geargiarmor	hat	24	81	81	48
Geargiarsenal	wind-up	21	21	81	41
Geargiarsenal	ravine ruler	12	33	81	45
Geargiarsenal	fire-water	6	39	81	46
Geargiarsenal	vegas	18	57	81	47
Geargiarsenal	hat	24	81	81	48
Gear Gigant X	wind-up	20	20	92	41
Gear Gigant X	ravine ruler	8	28	92	45
Gear Gigant X	fire-water	8	36	92	46
Gear Gigant X	vegas	17	53	92	47
Gear Gigant X	hat	24	77	92	48
Gear Gigant X	burning abyss	1	78	92	50
Gear Gigant X	abc	14	92	92	57
Daigusto Phoenix	wind-up	15	15	67	41
Daigusto Phoenix	miami	2	17	67	42
Daigusto Phoenix	meadowlands	10	27	67	43
Daigusto Phoenix	baby ruler	7	34	67	44
Daigusto Phoenix	ravine ruler	3	37	67	45
Daigusto Phoenix	fire-water	2	39	67	46
Daigusto Phoenix	vegas	3	42	67	47
Daigusto Phoenix	shaddoll	1	43	67	49
Daigusto Phoenix	abc	18	61	67	57
Daigusto Phoenix	grass zoo	3	64	67	58
Daigusto Phoenix	elements	3	67	67	78
Soul of Silvermountain	wind-up	9	9	36	41
Soul of Silvermountain	miami	6	15	36	42
Soul of Silvermountain	baby ruler	1	16	36	44
Soul of Silvermountain	ravine ruler	1	17	36	45
Soul of Silvermountain	fire-water	2	19	36	46
Soul of Silvermountain	vegas	8	27	36	47
Soul of Silvermountain	hat	9	36	36	48
Geargiano Mk-II	wind-up	7	7	67	41
Geargiano Mk-II	ravine ruler	12	19	67	45
Geargiano Mk-II	fire-water	6	25	67	46
Geargiano Mk-II	vegas	18	43	67	47
Geargiano Mk-II	hat	24	67	67	48
Machina Cannon	wind-up	6	6	6	41
Number 11: Big Eye	wind-up	6	6	195	41
Number 11: Big Eye	miami	7	13	195	42
Number 11: Big Eye	meadowlands	16	29	195	43
Number 11: Big Eye	baby ruler	50	79	195	44
Number 11: Big Eye	ravine ruler	63	142	195	45
Number 11: Big Eye	fire-water	4	146	195	46
Number 11: Big Eye	vegas	5	151	195	47
Number 11: Big Eye	hat	10	161	195	48
Number 11: Big Eye	shaddoll	1	162	195	49
Number 11: Big Eye	burning abyss	2	164	195	50
Number 11: Big Eye	charleston	1	165	195	51
Number 11: Big Eye	nekroz	2	167	195	52
Number 11: Big Eye	clown	5	172	195	53
Number 11: Big Eye	pepe	5	177	195	54
Number 11: Big Eye	monarch	5	182	195	56
Number 11: Big Eye	abc	2	184	195	57
Number 11: Big Eye	rescue-ace	3	187	195	81
Number 11: Big Eye	snake-eye	6	193	195	82
Number 11: Big Eye	current	2	195	195	84
Fairy King Albverdich	wind-up	5	5	7	41
Fairy King Albverdich	baby ruler	1	6	7	44
Fairy King Albverdich	burning abyss	1	7	7	50
Soul Drain	wind-up	5	5	98	41
Soul Drain	miami	16	21	98	42
Soul Drain	baby ruler	4	25	98	44
Soul Drain	ravine ruler	13	38	98	45
Soul Drain	fire-water	12	50	98	46
Soul Drain	vegas	8	58	98	47
Soul Drain	hat	15	73	98	48
Soul Drain	shaddoll	9	82	98	49
Soul Drain	burning abyss	8	90	98	50
Soul Drain	charleston	2	92	98	51
Soul Drain	nekroz	4	96	98	52
Soul Drain	grass zoo	2	98	98	58
Heroic Champion - Excalibur	wind-up	4	4	16	41
Heroic Champion - Excalibur	miami	2	6	16	42
Heroic Champion - Excalibur	fire-water	2	8	16	46
Heroic Champion - Excalibur	hat	1	9	16	48
Heroic Champion - Excalibur	shaddoll	3	12	16	49
Heroic Champion - Excalibur	burning abyss	1	13	16	50
Heroic Champion - Excalibur	charleston	2	15	16	51
Heroic Champion - Excalibur	nekroz	1	16	16	52
Ceruli, Guru of Dark World	wind-up	3	3	4	41
Ceruli, Guru of Dark World	current	1	4	4	84
Cyber Eltanin	wind-up	3	3	3	41
Gallis the Star Beast	wind-up	3	3	3	41
Ghost Ship	wind-up	3	3	3	41
Serene Psychic Witch	wind-up	3	3	3	41
Shark Stickers	wind-up	3	3	3	41
Superancient Deepsea King Coelacanth	wind-up	3	3	3	41
Different Dimension Ground	wind-up	2	2	53	41
Different Dimension Ground	shaddoll	5	7	53	49
Different Dimension Ground	burning abyss	11	18	53	50
Different Dimension Ground	abc	6	24	53	57
Different Dimension Ground	grass zoo	6	30	53	58
Different Dimension Ground	tri zoo	11	41	53	74
Different Dimension Ground	rescue-ace	7	48	53	81
Different Dimension Ground	snake-eye	3	51	53	82
Different Dimension Ground	current	2	53	53	84
Elemental HERO Escuridao	wind-up	2	2	3	41
Elemental HERO Escuridao	miami	1	3	3	42
Gateway to Dark World	wind-up	2	2	5	41
Gateway to Dark World	miami	2	4	5	42
Gateway to Dark World	vegas	1	5	5	47
Lightray Sorcerer	wind-up	2	2	2	41
Night Beam	wind-up	2	2	61	41
Night Beam	miami	3	5	61	42
Night Beam	ravine ruler	1	6	61	45
Night Beam	hat	2	8	61	48
Night Beam	shaddoll	2	10	61	49
Night Beam	burning abyss	36	46	61	50
Night Beam	charleston	13	59	61	51
Night Beam	nekroz	2	61	61	52
Psychic Jumper	wind-up	2	2	2	41
Sea Lancer	wind-up	2	2	2	41
Silent Psychic Wizard	wind-up	2	2	2	41
Vylon Disigma	wind-up	2	2	3	41
Vylon Disigma	miami	1	3	3	42
Witch of the Black Rose	wind-up	2	2	2	41
Ally of Justice Cycle Reader	wind-up	1	1	67	41
