Card	Format	Usage	Cumulative	Total	Format Index
Book of Eclipse	nekroz	42	50	267	73
Book of Eclipse	performapal	1	51	267	75
Book of Eclipse	invasion	20	71	267	79
Book of Eclipse	link zoo	2	73	267	82
Book of Eclipse	tearlaments	70	143	267	102
Book of Eclipse	kashtira	18	161	267	103
Book of Eclipse	rescue-ace	41	202	267	104
Book of Eclipse	snake-eye	30	232	267	106
Book of Eclipse	fiendsmith	12	244	267	107
Book of Eclipse	advanced	23	267	267	108
Elemental HERO Bubbleman	lightsworn	2	2	33	52
Elemental HERO Bubbleman	tengu	1	3	33	60
Elemental HERO Bubbleman	wind-up	3	6	33	62
Elemental HERO Bubbleman	miami	6	12	33	63
Elemental HERO Bubbleman	nekroz	6	18	33	73
Elemental HERO Bubbleman	clown	3	21	33	74
Elemental HERO Bubbleman	invasion	12	33	33	79
Evil HERO Infernal Prodigy	lightsworn	2	2	10	52
Evil HERO Infernal Prodigy	edison	6	8	10	54
Evil HERO Infernal Prodigy	frog	2	10	10	55
Lord British Space Fighter	lightsworn	2	2	2	52
Necroface	lightsworn	2	2	2	52
Shire, Lightsworn Spirit	lightsworn	2	2	2	52
Snowman Eater	lightsworn	2	2	163	52
Snowman Eater	edison	2	4	163	54
Snowman Eater	frog	5	9	163	55
Snowman Eater	starstrike	38	47	163	57
Snowman Eater	trishula	2	49	163	59
Snowman Eater	tengu	6	55	163	60
Snowman Eater	dino rabbit	38	93	163	61
Snowman Eater	wind-up	21	114	163	62
Snowman Eater	miami	23	137	163	63
Snowman Eater	meadowlands	20	157	163	64
Snowman Eater	baby ruler	2	159	163	65
Snowman Eater	fire-water	2	161	163	67
Snowman Eater	snake-eye	2	163	163	106
Tuner's Scheme	lightsworn	2	2	2	52
XX-Saber Fulhelmknight	lightsworn	2	2	104	52
XX-Saber Fulhelmknight	edison	6	8	104	54
XX-Saber Fulhelmknight	frog	75	83	104	55
XX-Saber Fulhelmknight	starstrike	21	104	104	57
XX-Saber Hyunlei	lightsworn	2	2	94	52
XX-Saber Hyunlei	edison	2	4	94	54
XX-Saber Hyunlei	frog	74	78	94	55
XX-Saber Hyunlei	starstrike	16	94	94	57
XX-Saber Ragigura	lightsworn	2	2	15	52
XX-Saber Ragigura	edison	3	5	15	54
XX-Saber Ragigura	frog	10	15	15	55
Ancient Sacred Wyvern	lightsworn	1	1	54	52
Ancient Sacred Wyvern	trishula	2	3	54	59
Ancient Sacred Wyvern	tengu	9	12	54	60
Ancient Sacred Wyvern	dino rabbit	1	13	54	61
Ancient Sacred Wyvern	wind-up	5	18	54	62
Ancient Sacred Wyvern	meadowlands	1	19	54	64
Ancient Sacred Wyvern	baby ruler	30	49	54	65
Ancient Sacred Wyvern	shaddoll	1	50	54	70
Ancient Sacred Wyvern	burning abyss	2	52	54	71
Ancient Sacred Wyvern	clown	1	53	54	74
Ancient Sacred Wyvern	performapal	1	54	54	75
Blackwing - Mistral the Silver Shield	lightsworn	1	1	1	52
Explosive Magician	lightsworn	1	1	1	52
One for One	lightsworn	1	1	222	52
One for One	edison	10	11	222	54
One for One	frog	28	39	222	55
One for One	crow	1	40	222	56
One for One	starstrike	11	51	222	57
One for One	trishula	5	56	222	59
One for One	tengu	8	64	222	60
One for One	meadowlands	1	65	222	64
One for One	clown	2	67	222	74
One for One	performapal	2	69	222	75
One for One	monarch	6	75	222	77
One for One	blue-eyes	1	76	222	78
One for One	invasion	7	83	222	79
One for One	grass zoo	4	87	222	80
One for One	secaucus	1	88	222	85
One for One	toss	2	90	222	90
One for One	tri-brigade	1	91	222	96
One for One	phoenix	2	93	222	98
One for One	kashtira	4	97	222	103
One for One	fire king	81	178	222	105
One for One	snake-eye	27	205	222	106
One for One	fiendsmith	9	214	222	107
One for One	advanced	8	222	222	108
Treacherous Trap Hole	lightsworn	1	1	37	52
Treacherous Trap Hole	dino rabbit	1	2	37	61
Treacherous Trap Hole	wind-up	3	5	37	62
Treacherous Trap Hole	baby ruler	5	10	37	65
Treacherous Trap Hole	clown	1	11	37	74
Treacherous Trap Hole	performapal	22	33	37	75
Treacherous Trap Hole	invasion	4	37	37	79
Super-Nimble Mega Hamster	edison	30	30	51	54
Super-Nimble Mega Hamster	frog	2	32	51	55
Super-Nimble Mega Hamster	starstrike	18	50	51	57
Super-Nimble Mega Hamster	tengu	1	51	51	60
Substitoad	edison	24	24	66	54
Substitoad	frog	42	66	66	55
Swap Frog	edison	22	22	226	54
Swap Frog	frog	42	64	226	55
Swap Frog	starstrike	6	70	226	57
Swap Frog	dino rabbit	3	73	226	61
Swap Frog	wind-up	6	79	226	62
Swap Frog	invasion	66	145	226	79
Swap Frog	grass zoo	12	157	226	80
Swap Frog	draco zoo	3	160	226	81
Swap Frog	elements	41	201	226	100
Swap Frog	darkwing	14	215	226	101
Swap Frog	tearlaments	11	226	226	102
Dupe Frog	edison	21	21	139	54
Dupe Frog	frog	34	55	139	55
Dupe Frog	starstrike	2	57	139	57
Dupe Frog	wind-up	4	61	139	62
Dupe Frog	invasion	63	124	139	79
Dupe Frog	grass zoo	12	136	139	80
Dupe Frog	draco zoo	2	138	139	81
Dupe Frog	elements	1	139	139	100
Starlight Road	edison	19	19	163	54
Starlight Road	frog	48	67	163	55
Starlight Road	starstrike	39	106	163	57
Starlight Road	tengu	5	111	163	60
Starlight Road	dino rabbit	9	120	163	61
Starlight Road	wind-up	18	138	163	62
Starlight Road	miami	13	151	163	63
Starlight Road	meadowlands	3	154	163	64
Starlight Road	baby ruler	3	157	163	65
Starlight Road	ravine ruler	1	158	163	66
Starlight Road	monarch	4	162	163	77
Starlight Road	snake-eye	1	163	163	106
Des Frog	edison	12	12	32	54
Des Frog	frog	20	32	32	55
Fishborg Blaster	edison	12	12	27	54
Fishborg Blaster	frog	11	23	27	55
Fishborg Blaster	starstrike	4	27	27	57
Moray of Greed	edison	12	12	48	54
Moray of Greed	frog	27	39	48	55
Moray of Greed	wind-up	3	42	48	62
Moray of Greed	invasion	6	48	48	79
Elemental HERO Gaia	edison	11	11	22	54
Elemental HERO Gaia	frog	1	12	22	55
Elemental HERO Gaia	crow	1	13	22	56
Elemental HERO Gaia	starstrike	1	14	22	57
Elemental HERO Gaia	trishula	1	15	22	59
Elemental HERO Gaia	tengu	2	17	22	60
Elemental HERO Gaia	wind-up	3	20	22	62
Elemental HERO Gaia	miami	2	22	22	63
Machina Fortress	edison	9	9	37	54
Machina Fortress	frog	5	14	37	55
Machina Fortress	starstrike	2	16	37	57
Machina Fortress	wind-up	17	33	37	62
Machina Fortress	meadowlands	2	35	37	64
Machina Fortress	hat	1	36	37	69
Machina Fortress	kashtira	1	37	37	103
Machina Gearframe	edison	9	9	38	54
Machina Gearframe	frog	5	14	38	55
Machina Gearframe	starstrike	3	17	38	57
Machina Gearframe	wind-up	16	33	38	62
Machina Gearframe	meadowlands	1	34	38	64
Machina Gearframe	hat	1	35	38	69
Machina Gearframe	kashtira	3	38	38	103
Machina Force	edison	8	8	11	54
Machina Force	frog	1	9	11	55
Machina Force	starstrike	1	10	11	57
Machina Force	wind-up	1	11	11	62
Miracle Fertilizer	edison	8	8	12	54
Miracle Fertilizer	crow	1	9	12	56
Miracle Fertilizer	hat	3	12	12	69
Unifrog	edison	8	8	43	54
Unifrog	frog	29	37	43	55
Unifrog	invasion	6	43	43	79
Elemental HERO Ocean	edison	7	7	7	54
Super Polymerization	edison	7	7	363	54
Super Polymerization	crow	3	10	363	56
Super Polymerization	starstrike	1	11	363	57
Super Polymerization	trishula	2	13	363	59
Super Polymerization	tengu	2	15	363	60
Super Polymerization	wind-up	5	20	363	62
Super Polymerization	miami	4	24	363	63
Super Polymerization	shaddoll	41	65	363	70
Super Polymerization	burning abyss	20	85	363	71
Super Polymerization	toss	11	96	363	90
Super Polymerization	tri-brigade	6	102	363	96
Super Polymerization	phoenix	14	116	363	98
Super Polymerization	elements	30	146	363	100
Super Polymerization	darkwing	43	189	363	101
Super Polymerization	tearlaments	19	208	363	102
Super Polymerization	kashtira	17	225	363	103
Super Polymerization	rescue-ace	63	288	363	104
Super Polymerization	fire king	37	325	363	105
Super Polymerization	snake-eye	17	342	363	106
Super Polymerization	fiendsmith	3	345	363	107
Super Polymerization	advanced	18	363	363	108
Hidden Armory	edison	6	6	22	54
Hidden Armory	crow	3	9	22	56
Hidden Armory	charleston	13	22	22	72
Mark of the Rose	edison	6	6	7	54
Mark of the Rose	crow	1	7	7	56
Super Solar Nutrient	edison	6	6	6	54
Supervise	edison	6	6	6	54
Ancient Forest	edison	5	5	5	54
Flip Flop Frog	edison	4	4	33	54
Flip Flop Frog	frog	26	30	33	55
Flip Flop Frog	invasion	3	33	33	79
Gigaplant	edison	4	4	5	54
Gigaplant	crow	1	5	5	56
Gravekeeper's Descendant	edison	4	4	30	54
Gravekeeper's Descendant	frog	2	6	30	55
Gravekeeper's Descendant	starstrike	18	24	30	57
Gravekeeper's Descendant	tengu	4	28	30	60
Gravekeeper's Descendant	wind-up	2	30	30	62
Power Tool Dragon	edison	4	4	4	54
Black Brutdrago	edison	3	3	3	54
Blue-Eyes White Dragon	edison	3	3	25	54
Blue-Eyes White Dragon	ravine ruler	2	5	25	66
Blue-Eyes White Dragon	fire-water	8	13	25	67
Blue-Eyes White Dragon	invasion	12	25	25	79
Cards of Consonance	edison	3	3	106	54
Cards of Consonance	trishula	2	5	106	59
Cards of Consonance	ravine ruler	88	93	106	66
Cards of Consonance	fire-water	9	102	106	67
Cards of Consonance	invasion	4	106	106	79
Geartown	edison	3	3	3	54
Junk Synchron	edison	3	3	4	54
Junk Synchron	frog	1	4	4	55
Manticore of Darkness	edison	3	3	3	54
Phoenixian Cluster Amaryllis	edison	3	3	4	54
Phoenixian Cluster Amaryllis	crow	1	4	4	56
Red-Eyes Darkness Metal Dragon	edison	3	3	35	54
Red-Eyes Darkness Metal Dragon	starstrike	3	6	35	57
Red-Eyes Darkness Metal Dragon	dino rabbit	13	19	35	61
Red-Eyes Darkness Metal Dragon	wind-up	4	23	35	62
Red-Eyes Darkness Metal Dragon	miami	2	25	35	63
Red-Eyes Darkness Metal Dragon	meadowlands	1	26	35	64
Red-Eyes Darkness Metal Dragon	ravine ruler	2	28	35	66
Red-Eyes Darkness Metal Dragon	fire-water	1	29	35	67
Red-Eyes Darkness Metal Dragon	tri-brigade	1	30	35	96
Red-Eyes Darkness Metal Dragon	kashtira	3	33	35	103
Red-Eyes Darkness Metal Dragon	rescue-ace	1	34	35	104
Red-Eyes Darkness Metal Dragon	advanced	1	35	35	108
Spiritual Water Art - Aoi	edison	3	3	15	54
Spiritual Water Art - Aoi	frog	5	8	15	55
Spiritual Water Art - Aoi	kashtira	6	14	15	103
Spiritual Water Art - Aoi	rescue-ace	1	15	15	104
Super Rejuvenation	edison	3	3	102	54
Super Rejuvenation	baby ruler	99	102	102	65
The White Stone of Legend	edison	3	3	17	54
The White Stone of Legend	ravine ruler	2	5	17	66
The White Stone of Legend	fire-water	8	13	17	67
The White Stone of Legend	invasion	4	17	17	79
Vortex Trooper	edison	3	3	6	54
Vortex Trooper	tengu	3	6	6	60
Ancient Gear Gadjiltron Dragon	edison	2	2	2	54
Copy Plant	edison	2	2	2	54
Evil HERO Malicious Edge	edison	2	2	2	54
Gravekeeper's Stele	edison	2	2	18	54
Gravekeeper's Stele	starstrike	13	15	18	57
Gravekeeper's Stele	tengu	1	16	18	60
Gravekeeper's Stele	wind-up	2	18	18	62
Morphing Jar #2	edison	2	2	7	54
Morphing Jar #2	miami	1	3	7	63
Morphing Jar #2	baby ruler	2	5	7	65
Morphing Jar #2	ravine ruler	2	7	7	66
Nettles	edison	2	2	2	54
Quickdraw Synchron	edison	2	2	33	54
Quickdraw Synchron	frog	9	11	33	55
Quickdraw Synchron	starstrike	6	17	33	57
Quickdraw Synchron	tengu	3	20	33	60
Quickdraw Synchron	clown	3	23	33	74
Quickdraw Synchron	monarch	4	27	33	77
Quickdraw Synchron	blue-eyes	3	30	33	78
Quickdraw Synchron	invasion	3	33	33	79
Swallow Flip	edison	2	2	28	54
Swallow Flip	frog	23	25	28	55
Swallow Flip	starstrike	3	28	28	57
Zombie World	edison	2	2	60	54
Zombie World	frog	2	4	60	55
Zombie World	ravine ruler	3	7	60	66
Zombie World	shaddoll	2	9	60	70
Zombie World	blue-eyes	1	10	60	78
Zombie World	phoenix	4	14	60	98
Zombie World	elements	2	16	60	100
Zombie World	tearlaments	40	56	60	102
Zombie World	kashtira	1	57	60	103
Zombie World	rescue-ace	3	60	60	104
Barrier Statue of the Heavens	edison	1	1	2	54
Barrier Statue of the Heavens	snake-eye	1	2	2	106
Blackwing - Elphin the Raven	edison	1	1	1	54
Drill Warrior	edison	1	1	13	54
Drill Warrior	frog	5	6	13	55
Drill Warrior	starstrike	4	10	13	57
Drill Warrior	clown	1	11	13	74
Drill Warrior	blue-eyes	1	12	13	78
Drill Warrior	invasion	1	13	13	79
Gemini Lancer	edison	1	1	1	54
Junk Archer	edison	1	1	2	54
Junk Archer	frog	1	2	2	55
Koa'ki Meiru Drago	edison	1	1	40	54
Koa'ki Meiru Drago	starstrike	3	4	40	57
Koa'ki Meiru Drago	dino rabbit	3	7	40	61
Koa'ki Meiru Drago	miami	2	9	40	63
Koa'ki Meiru Drago	meadowlands	1	10	40	64
Koa'ki Meiru Drago	ravine ruler	2	12	40	66
Koa'ki Meiru Drago	hat	1	13	40	69
Koa'ki Meiru Drago	shaddoll	3	16	40	70
Koa'ki Meiru Drago	monarch	6	22	40	77
Koa'ki Meiru Drago	darkwing	2	24	40	101
Koa'ki Meiru Drago	tearlaments	1	25	40	102
Koa'ki Meiru Drago	snake-eye	4	29	40	106
Koa'ki Meiru Drago	fiendsmith	9	38	40	107
Koa'ki Meiru Drago	advanced	2	40	40	108
Trident Dragion	edison	1	1	30	54
Trident Dragion	starstrike	1	2	30	57
Trident Dragion	trishula	1	3	30	59
Trident Dragion	ravine ruler	4	7	30	66
Trident Dragion	snake-eye	8	15	30	106
Trident Dragion	fiendsmith	10	25	30	107
Trident Dragion	advanced	5	30	30	108
Turbo Warrior	edison	1	1	8	54
Turbo Warrior	frog	6	7	8	55
Turbo Warrior	starstrike	1	8	8	57
XX-Saber Garsem	edison	1	1	1	54
Zeman the Ape King	edison	1	1	1	54
XX-Saber Darksoul	frog	107	107	128	55
XX-Saber Darksoul	starstrike	21	128	128	57
Crevice Into the Different Dimension	frog	80	80	84	55
Crevice Into the Different Dimension	starstrike	3	83	84	57
Crevice Into the Different Dimension	shaddoll	1	84	84	70
XX-Saber Boggart Knight	frog	75	75	89	55
XX-Saber Boggart Knight	starstrike	14	89	89	57
Hanewata	frog	39	39	41	55
Hanewata	link zoo	2	41	41	82
Infernity Archfiend	frog	39	39	63	55
Infernity Archfiend	starstrike	3	42	63	57
Infernity Archfiend	tengu	6	48	63	60
Infernity Archfiend	meadowlands	3	51	63	64
Infernity Archfiend	ravine ruler	3	54	63	66
Infernity Archfiend	vegas	6	60	63	68
Infernity Archfiend	hat	3	63	63	69
Infernity Beetle	frog	39	39	39	55
Infernity Inferno	frog	39	39	46	55
Infernity Inferno	starstrike	3	42	46	57
Infernity Inferno	tengu	4	46	46	60
Infernity Launcher	frog	39	39	47	55
Infernity Launcher	starstrike	1	40	47	57
Infernity Launcher	tengu	2	42	47	60
Infernity Launcher	meadowlands	1	43	47	64
Infernity Launcher	ravine ruler	1	44	47	66
Infernity Launcher	vegas	2	46	47	68
Infernity Launcher	hat	1	47	47	69
Infernity Necromancer	frog	39	39	61	55
Infernity Necromancer	starstrike	3	42	61	57
Infernity Necromancer	tengu	6	48	61	60
Infernity Necromancer	meadowlands	3	51	61	64
Infernity Necromancer	ravine ruler	3	54	61	66
Infernity Necromancer	vegas	5	59	61	68
Infernity Necromancer	hat	2	61	61	69
Infernity Barrier	frog	37	37	53	55
Infernity Barrier	starstrike	3	40	53	57
Infernity Barrier	tengu	4	44	53	60
Infernity Barrier	meadowlands	3	47	53	64
Infernity Barrier	ravine ruler	3	50	53	66
Infernity Barrier	vegas	2	52	53	68
Infernity Barrier	hat	1	53	53	69
X-Saber Pashuul	frog	32	32	44	55
X-Saber Pashuul	starstrike	12	44	44	57
Poison Draw Frog	frog	27	27	30	55
Poison Draw Frog	wind-up	3	30	30	62
Infernity Mirage	frog	25	25	29	55
Infernity Mirage	starstrike	2	27	29	57
Infernity Mirage	tengu	2	29	29	60
Ronintoadin	frog	24	24	100	55
Ronintoadin	starstrike	2	26	100	57
Ronintoadin	dino rabbit	1	27	100	61
Ronintoadin	wind-up	5	32	100	62
Ronintoadin	invasion	43	75	100	79
Ronintoadin	grass zoo	9	84	100	80
Ronintoadin	draco zoo	2	86	100	81
Ronintoadin	elements	14	100	100	100
Mass Driver	frog	21	21	21	55
Hundred Eyes Dragon	frog	18	18	25	55
Hundred Eyes Dragon	starstrike	3	21	25	57
Hundred Eyes Dragon	tengu	4	25	25	60
Infernity Doom Dragon	frog	18	18	27	55
Infernity Doom Dragon	starstrike	7	25	27	57
Infernity Doom Dragon	tengu	2	27	27	60
Infernity Avenger	frog	14	14	19	55
Infernity Avenger	starstrike	3	17	19	57
Infernity Avenger	tengu	2	19	19	60
Stygian Sergeants	frog	12	12	15	55
Stygian Sergeants	starstrike	1	13	15	57
Stygian Sergeants	tengu	2	15	15	60
Beelze Frog	frog	10	10	10	55
Naturia Beast	frog	9	9	44	55
Naturia Beast	starstrike	13	22	44	57
Naturia Beast	trishula	3	25	44	59
Naturia Beast	tengu	3	28	44	60
Naturia Beast	dino rabbit	1	29	44	61
Naturia Beast	wind-up	1	30	44	62
Naturia Beast	miami	2	32	44	63
Naturia Beast	meadowlands	1	33	44	64
Naturia Beast	charleston	1	34	44	72
Naturia Beast	nekroz	4	38	44	73
Naturia Beast	clown	1	39	44	74
Naturia Beast	performapal	3	42	44	75
Naturia Beast	invasion	1	43	44	79
Naturia Beast	grass zoo	1	44	44	80
X-Saber Wayne	frog	9	9	9	55
Volcanic Queen	frog	8	8	8	55
Junk Destroyer	frog	7	7	13	55
Junk Destroyer	starstrike	4	11	13	57
Junk Destroyer	tengu	2	13	13	60
Corridor of Agony	frog	6	6	6	55
Crusader of Endymion	frog	6	6	6	55
Gemini Imps	frog	6	6	89	55
Gemini Imps	dino rabbit	10	16	89	61
Gemini Imps	wind-up	63	79	89	62
Gemini Imps	meadowlands	6	85	89	64
Gemini Imps	fire-water	3	88	89	67
Gemini Imps	vegas	1	89	89	68
Nitro Warrior	frog	6	6	9	55
Nitro Warrior	starstrike	3	9	9	57
Cards for Black Feathers	frog	4	4	9	55
Cards for Black Feathers	starstrike	5	9	9	57
Reinforce Truth	frog	4	4	8	55
Reinforce Truth	starstrike	4	8	8	57
Splendid Rose	frog	4	4	4	55
Black-Winged Dragon	frog	3	3	3	55
Blackwing - Breeze the Zephyr	frog	3	3	3	55
Guardian Eatos	frog	3	3	6	55
Guardian Eatos	starstrike	3	6	6	57
Infernity Break	frog	3	3	23	55
Infernity Break	starstrike	3	6	23	57
Infernity Break	tengu	4	10	23	60
Infernity Break	meadowlands	3	13	23	64
Infernity Break	ravine ruler	1	14	23	66
Infernity Break	vegas	6	20	23	68
Infernity Break	hat	3	23	23	69
Submarine Frog	frog	3	3	3	55
Burden of the Mighty	frog	2	2	2	55
Des Croaking	frog	2	2	2	55
Indomitable Gladiator Beast	frog	2	2	2	55
Lifeforce Harmonizer	frog	2	2	2	55
Reign-Beaux, Overlord of Dark World	frog	2	2	2	55
Solidarity	frog	2	2	2	55
Wild Tornado	frog	2	2	4	55
Wild Tornado	miami	2	4	4	63
Appointer of the Red Lotus	frog	1	1	29	55
Appointer of the Red Lotus	tengu	3	4	29	60
Appointer of the Red Lotus	nekroz	3	7	29	73
Appointer of the Red Lotus	invasion	3	10	29	79
Appointer of the Red Lotus	draco zoo	6	16	29	81
Appointer of the Red Lotus	toss	3	19	29	90
Appointer of the Red Lotus	tri-brigade	3	22	29	96
Appointer of the Red Lotus	elements	2	24	29	100
Appointer of the Red Lotus	darkwing	5	29	29	101
Arcana Knight Joker	frog	1	1	1	55
Chaos King Archfiend	frog	1	1	1	55
Chimera the Flying Mythical Beast	frog	1	1	1	55
Elemental HERO Necroid Shaman	frog	1	1	1	55
Fog King	frog	1	1	20	55
Fog King	ravine ruler	4	5	20	66
Fog King	performapal	7	12	20	75
Fog King	monarch	8	20	20	77
Gravekeeper's Priestess	frog	1	1	1	55
Half Shut	frog	1	1	1	55
Infernity Guardian	frog	1	1	1	55
Malefic Stardust Dragon	frog	1	1	18	55
Malefic Stardust Dragon	starstrike	12	13	18	57
Malefic Stardust Dragon	tengu	1	14	18	60
Malefic Stardust Dragon	fire-water	4	18	18	67
Mist Valley Soldier	frog	1	1	2	55
Mist Valley Soldier	starstrike	1	2	2	57
Reese the Ice Mistress	frog	1	1	1	55
Spore	frog	1	1	34	55
Spore	crow	2	3	34	56
Spore	starstrike	16	19	34	57
Spore	trishula	6	25	34	59
Spore	tengu	6	31	34	60
Spore	meadowlands	1	32	34	64
Spore	ravine ruler	1	33	34	66
Spore	hat	1	34	34	69
Water Hazard	frog	1	1	1	55
Wave-Motion Inferno	frog	1	1	1	55
Effect Veiler	crow	9	9	1813	56
Effect Veiler	starstrike	67	76	1813	57
Effect Veiler	trishula	16	92	1813	59
Effect Veiler	tengu	31	123	1813	60
Effect Veiler	dino rabbit	85	208	1813	61
Effect Veiler	wind-up	62	270	1813	62
Effect Veiler	miami	50	320	1813	63
Effect Veiler	meadowlands	14	334	1813	64
Effect Veiler	baby ruler	125	459	1813	65
Effect Veiler	ravine ruler	37	496	1813	66
Effect Veiler	fire-water	22	518	1813	67
Effect Veiler	vegas	28	546	1813	68
Effect Veiler	shaddoll	30	576	1813	70
Effect Veiler	burning abyss	1	577	1813	71
Effect Veiler	charleston	6	583	1813	72
Effect Veiler	nekroz	42	625	1813	73
Effect Veiler	clown	20	645	1813	74
Effect Veiler	performapal	38	683	1813	75
Effect Veiler	monarch	86	769	1813	77
Effect Veiler	blue-eyes	4	773	1813	78
Effect Veiler	invasion	7	780	1813	79
Effect Veiler	grass zoo	1	781	1813	80
Effect Veiler	link zoo	1	782	1813	82
Effect Veiler	secaucus	3	785	1813	85
Effect Veiler	toss	8	793	1813	90
Effect Veiler	tri-brigade	28	821	1813	96
Effect Veiler	bird-up	6	827	1813	97
Effect Veiler	phoenix	33	860	1813	98
Effect Veiler	elements	23	883	1813	100
Effect Veiler	darkwing	6	889	1813	101
Effect Veiler	tearlaments	15	904	1813	102
Effect Veiler	kashtira	11	915	1813	103
Effect Veiler	rescue-ace	101	1016	1813	104
Effect Veiler	fire king	337	1353	1813	105
Effect Veiler	snake-eye	180	1533	1813	106
Effect Veiler	fiendsmith	91	1624	1813	107
Effect Veiler	advanced	189	1813	1813	108
Pot of Duality	crow	6	6	578	56
Pot of Duality	starstrike	89	95	578	57
Pot of Duality	trishula	20	115	578	59
Pot of Duality	tengu	30	145	578	60
Pot of Duality	dino rabbit	11	156	578	61
Pot of Duality	wind-up	24	180	578	62
Pot of Duality	miami	20	200	578	63
Pot of Duality	meadowlands	14	214	578	64
Pot of Duality	baby ruler	6	220	578	65
Pot of Duality	ravine ruler	20	240	578	66
Pot of Duality	fire-water	19	259	578	67
Pot of Duality	vegas	28	287	578	68
Pot of Duality	hat	41	328	578	69
Pot of Duality	shaddoll	20	348	578	70
Pot of Duality	burning abyss	36	384	578	71
Pot of Duality	charleston	19	403	578	72
Pot of Duality	nekroz	16	419	578	73
Pot of Duality	performapal	3	422	578	75
Pot of Duality	monarch	30	452	578	77
Pot of Duality	draco zoo	6	458	578	81
Pot of Duality	link zoo	11	469	578	82
Pot of Duality	secaucus	2	471	578	85
Pot of Duality	toss	2	473	578	90
Pot of Duality	phoenix	9	482	578	98
Pot of Duality	elements	6	488	578	100
Pot of Duality	darkwing	9	497	578	101
Pot of Duality	tearlaments	17	514	578	102
Pot of Duality	kashtira	3	517	578	103
Pot of Duality	rescue-ace	12	529	578	104
Pot of Duality	fire king	20	549	578	105
Pot of Duality	snake-eye	18	567	578	106
Pot of Duality	fiendsmith	9	576	578	107
Pot of Duality	advanced	2	578	578	108
Elemental HERO The Shining	crow	4	4	20	56
Elemental HERO The Shining	trishula	3	7	20	59
Elemental HERO The Shining	tengu	3	10	20	60
Elemental HERO The Shining	wind-up	6	16	20	62
Elemental HERO The Shining	miami	4	20	20	63
Solemn Warning	crow	4	4	713	56
Solemn Warning	starstrike	80	84	713	57
Solemn Warning	trishula	32	116	713	59
Solemn Warning	tengu	42	158	713	60
Solemn Warning	dino rabbit	42	200	713	61
Solemn Warning	wind-up	70	270	713	62
Solemn Warning	miami	53	323	713	63
Solemn Warning	meadowlands	7	330	713	64
Solemn Warning	baby ruler	19	349	713	65
Solemn Warning	ravine ruler	36	385	713	66
Solemn Warning	fire-water	23	408	713	67
Solemn Warning	vegas	21	429	713	68
Solemn Warning	hat	27	456	713	69
Solemn Warning	shaddoll	35	491	713	70
Solemn Warning	burning abyss	28	519	713	71
Solemn Warning	charleston	10	529	713	72
Solemn Warning	nekroz	28	557	713	73
Solemn Warning	clown	7	564	713	74
Solemn Warning	performapal	17	581	713	75
Solemn Warning	monarch	48	629	713	77
Solemn Warning	invasion	32	661	713	79
Solemn Warning	grass zoo	15	676	713	80
Solemn Warning	draco zoo	15	691	713	81
Solemn Warning	link zoo	15	706	713	82
Solemn Warning	secaucus	2	708	713	85
Solemn Warning	toss	2	710	713	90
Solemn Warning	elements	2	712	713	100
Solemn Warning	snake-eye	1	713	713	106
Trishula, Dragon of the Ice Barrier	crow	4	4	79	56
Trishula, Dragon of the Ice Barrier	trishula	19	23	79	59
Trishula, Dragon of the Ice Barrier	tengu	27	50	79	60
Trishula, Dragon of the Ice Barrier	clown	7	57	79	74
Trishula, Dragon of the Ice Barrier	performapal	4	61	79	75
Trishula, Dragon of the Ice Barrier	monarch	2	63	79	77
Trishula, Dragon of the Ice Barrier	blue-eyes	1	64	79	78
Trishula, Dragon of the Ice Barrier	invasion	6	70	79	79
Trishula, Dragon of the Ice Barrier	link zoo	4	74	79	82
Trishula, Dragon of the Ice Barrier	toss	2	76	79	90
Trishula, Dragon of the Ice Barrier	tri-brigade	1	77	79	96
Trishula, Dragon of the Ice Barrier	snake-eye	1	78	79	106
Trishula, Dragon of the Ice Barrier	advanced	1	79	79	108
Cherry Inmato	crow	3	3	3	56
Glow-Up Bulb	crow	3	3	43	56
Glow-Up Bulb	starstrike	16	19	43	57
Glow-Up Bulb	trishula	6	25	43	59
Glow-Up Bulb	tengu	9	34	43	60
Glow-Up Bulb	burning abyss	1	35	43	71
Glow-Up Bulb	charleston	1	36	43	72
Glow-Up Bulb	nekroz	1	37	43	73
Glow-Up Bulb	clown	2	39	43	74
Glow-Up Bulb	blue-eyes	1	40	43	78
Glow-Up Bulb	invasion	3	43	43	79
Scrap Dragon	crow	3	3	250	56
Scrap Dragon	starstrike	51	54	250	57
Scrap Dragon	trishula	16	70	250	59
Scrap Dragon	tengu	24	94	250	60
Scrap Dragon	dino rabbit	6	100	250	61
Scrap Dragon	wind-up	16	116	250	62
Scrap Dragon	miami	10	126	250	63
Scrap Dragon	meadowlands	7	133	250	64
Scrap Dragon	baby ruler	39	172	250	65
Scrap Dragon	ravine ruler	57	229	250	66
Scrap Dragon	fire-water	4	233	250	67
Scrap Dragon	vegas	2	235	250	68
Scrap Dragon	hat	3	238	250	69
Scrap Dragon	shaddoll	7	245	250	70
Scrap Dragon	performapal	1	246	250	75
Scrap Dragon	invasion	1	247	250	79
Scrap Dragon	link zoo	1	248	250	82
Scrap Dragon	secaucus	1	249	250	85
Scrap Dragon	kashtira	1	250	250	103
Bird of Roses	crow	2	2	2	56
Formula Synchron	crow	2	2	127	56
